card_number,set,set_card_number,player,team,notes,parallel
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Yellow Sparkle /299
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Purple Sparkle /199
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Blue /150
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Blue Mini-Diamonds /150
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Blue Sparkle /150
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Green /99
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Green Mini-Diamonds /99
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Green Sparkle /99
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Black & White /75
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Black & White Mini-Diamonds /75
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Black & White Sparkle /75
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Gold /50
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Gold Mini-Diamonds /50
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Gold Sparkle /50
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Orange /25
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Orange Mini-Diamonds /25
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Orange Sparkle /25
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Black /10
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Black Mini-Diamonds /10
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Black Sparkle /10
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Red /5
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Red Mini-Diamonds /5
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Red Sparkle /5
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,FoilFractor 1/1
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Base
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Aqua Sparkle /499
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Pink Sparkle /399
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Yellow Sparkle /299
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Purple Sparkle /199
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Blue /150
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Blue Mini-Diamonds /150
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Blue Sparkle /150
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Green /99
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Green Mini-Diamonds /99
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Green Sparkle /99
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Black & White /75
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Black & White Mini-Diamonds /75
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Black & White Sparkle /75
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Gold /50
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Gold Mini-Diamonds /50
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Gold Sparkle /50
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Orange /25
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Orange Mini-Diamonds /25
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Orange Sparkle /25
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Black /10
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Black Mini-Diamonds /10
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Black Sparkle /10
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Red /5
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Red Mini-Diamonds /5
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,Red Sparkle /5
400,Stars of the Premier League,SPL 25,Ellis Simms,Coventry City,,FoilFractor 1/1
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Base
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Aqua Sparkle /499
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Pink Sparkle /399
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Yellow Sparkle /299
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Purple Sparkle /199
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Blue Sparkle /150
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Green Mini-Diamonds /99
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Green Sparkle /99
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Black & White /75
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Black & White Mini-Diamonds /75
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Black & White Sparkle /75
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Gold /50
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Gold Mini-Diamonds /50
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Gold Sparkle /50
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Orange /25
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Orange Mini-Diamonds /25
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Orange Sparkle /25
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Black /10
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Black Mini-Diamonds /10
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Black Sparkle /10
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Red /5
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Red Mini-Diamonds /5
401,Retro Threads,RT 1,Paul Merson,Arsenal,,Red Sparkle /5
401,Retro Threads,RT 1,Paul Merson,Arsenal,,FoilFractor 1/1
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Base
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Aqua Sparkle /499
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Pink Sparkle /399
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Yellow Sparkle /299
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Purple Sparkle /199
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Blue Sparkle /150
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Green Mini-Diamonds /99
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Green Sparkle /99
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Black & White /75
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Black & White Mini-Diamonds /75
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Black & White Sparkle /75
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Gold /50
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Gold Mini-Diamonds /50
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Gold Sparkle /50
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Orange /25
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Orange Mini-Diamonds /25
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Orange Sparkle /25
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Black /10
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Black Mini-Diamonds /10
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Black Sparkle /10
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Red /5
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Red Mini-Diamonds /5
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,Red Sparkle /5
402,Retro Threads,RT 2,Dwight Yorke,Aston Villa,,FoilFractor 1/1
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Base
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Aqua Sparkle /499
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Pink Sparkle /399
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Yellow Sparkle /299
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Purple Sparkle /199
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Blue Sparkle /150
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Green Mini-Diamonds /99
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Green Sparkle /99
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Black & White /75
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Black & White Mini-Diamonds /75
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Black & White Sparkle /75
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Gold /50
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Gold Mini-Diamonds /50
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Gold Sparkle /50
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Orange /25
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Orange Mini-Diamonds /25
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Orange Sparkle /25
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Black /10
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Black Mini-Diamonds /10
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Black Sparkle /10
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Red /5
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Red Mini-Diamonds /5
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,Red Sparkle /5
403,Retro Threads,RT 3,Dion Dublin,Aston Villa,,FoilFractor 1/1
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Base
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Aqua Sparkle /499
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Pink Sparkle /399
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Yellow Sparkle /299
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Purple Sparkle /199
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Blue Sparkle /150
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Green Mini-Diamonds /99
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Green Sparkle /99
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Black & White /75
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Black & White Mini-Diamonds /75
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Black & White Sparkle /75
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Gold /50
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Gold Mini-Diamonds /50
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Gold Sparkle /50
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Orange /25
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Orange Mini-Diamonds /25
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Orange Sparkle /25
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Black /10
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Black Mini-Diamonds /10
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Black Sparkle /10
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Red /5
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Red Mini-Diamonds /5
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,Red Sparkle /5
404,Retro Threads,RT 4,Glenn Murray,AFC Bournemouth,,FoilFractor 1/1
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Base
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Aqua Sparkle /499
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Pink Sparkle /399
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Yellow Sparkle /299
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Purple Sparkle /199
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Blue Sparkle /150
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Green Mini-Diamonds /99
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Green Sparkle /99
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Black & White /75
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Black & White Mini-Diamonds /75
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Black & White Sparkle /75
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Gold /50
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Gold Mini-Diamonds /50
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Gold Sparkle /50
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Orange /25
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Orange Mini-Diamonds /25
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Orange Sparkle /25
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Black /10
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Black Mini-Diamonds /10
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Black Sparkle /10
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Red /5
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Red Mini-Diamonds /5
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,Red Sparkle /5
405,Retro Threads,RT 5,Mathias Jensen,Brentford,,FoilFractor 1/1
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Base
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Aqua Sparkle /499
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Pink Sparkle /399
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Yellow Sparkle /299
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Purple Sparkle /199
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Blue Sparkle /150
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Green Mini-Diamonds /99
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Green Sparkle /99
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Black & White /75
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Black & White Mini-Diamonds /75
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Black & White Sparkle /75
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Gold /50
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Gold Mini-Diamonds /50
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Gold Sparkle /50
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Orange /25
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Orange Mini-Diamonds /25
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Orange Sparkle /25
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Black /10
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Black Mini-Diamonds /10
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Black Sparkle /10
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Red /5
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Red Mini-Diamonds /5
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,Red Sparkle /5
406,Retro Threads,RT 6,Danny Welbeck,Brighton & Hove Albion,,FoilFractor 1/1
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Base
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Aqua Sparkle /499
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Pink Sparkle /399
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Yellow Sparkle /299
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Purple Sparkle /199
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Blue Sparkle /150
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Green Mini-Diamonds /99
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Green Sparkle /99
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Black & White /75
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Black & White Mini-Diamonds /75
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Black & White Sparkle /75
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Gold /50
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Gold Mini-Diamonds /50
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Gold Sparkle /50
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Orange /25
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Orange Mini-Diamonds /25
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Orange Sparkle /25
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Black /10
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Black Mini-Diamonds /10
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Black Sparkle /10
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Red /5
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Red Mini-Diamonds /5
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,Red Sparkle /5
407,Retro Threads,RT 7,Marcel Desailly,Chelsea,,FoilFractor 1/1
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Base
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Aqua Sparkle /499
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Pink Sparkle /399
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Yellow Sparkle /299
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Purple Sparkle /199
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Blue Sparkle /150
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Green Mini-Diamonds /99
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Green Sparkle /99
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Black & White /75
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Black & White Mini-Diamonds /75
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Black & White Sparkle /75
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Gold /50
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Gold Mini-Diamonds /50
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Gold Sparkle /50
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Orange /25
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Orange Mini-Diamonds /25
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Orange Sparkle /25
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Black /10
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Black Mini-Diamonds /10
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Black Sparkle /10
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Red /5
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Red Mini-Diamonds /5
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,Red Sparkle /5
408,Retro Threads,RT 8,Ruud Gullit,Chelsea,,FoilFractor 1/1
409,Retro Threads,RT 9,Gábor Király,Crystal Palace,,Base
409,Retro Threads,RT 9,Gábor Király,Crystal Palace,,Aqua Sparkle /499
409,Retro Threads,RT 9,Gábor Király,Crystal Palace,,Pink Sparkle /399
409,Retro Threads,RT 9,Gábor Király,Crystal Palace,,Yellow Sparkle /299
409,Retro Threads,RT 9,Gábor Király,Crystal Palace,,Purple Sparkle /199
409,Retro Threads,RT 9,Gábor Király,Crystal Palace,,Blue Sparkle /150
409,Retro Threads,RT 9,Gábor Király,Crystal Palace,,Green Mini-Diamonds /99
409,Retro Threads,RT 9,Gábor Király,Crystal Palace,,Green Sparkle /99
409,Retro Threads,RT 9,Gábor Király,Crystal Palace,,Black & White /75
409,Retro Threads,RT 9,Gábor Király,Crystal Palace,,Black & White Mini-Diamonds /75
409,Retro Threads,RT 9,Gábor Király,Crystal Palace,,Black & White Sparkle /75
